,drug_cod,drug_x,provider_code,provider_drug_cod,code,drug_y
1658,14041, Феварин 100мг №15 тб п/о,0000000000000000000010720,3213,10720,Феварин таб. п.п.о. 100мг №15  
1659,8403, Феварин 100мг №15 тб п/о,0000000000000000000010720,3213,10720,Феварин таб. п.п.о. 100мг №15  
1660,14016, Ангиофлюкс 250ЛЕ №50 капс ,0000000000000000000212547,3213,212547,Ангиофлюкс капс. 250ЛЕ №50  
1661,6499, Немозол 400мг №1 тб жев,0000000000000000000207634,3213,207634,Немозол таб. жев. 400мг №1  
1662,6508, Нурофен 60мг №10 супп д/дет рект,0000000000000000000200162,3213,200162,Нурофен д/детей супп. рект. 60мг №10  
1663,6513," Офтаквикс 0,5% 5мл капли гл",0000000000000000000038333,3213,38333,"Офтаквикс капли гл. 0,5% 5мл  "
1664,5108, Ново-Пассит 200мг №30 тб пл/о,0000000000000000000019219,3213,19219,Ново-Пассит таб. п.п.о. №30  
1665,6899, Ново-Пассит №30 тб пл/о,0000000000000000000019219,3213,19219,Ново-Пассит таб. п.п.о. №30  
1666,2318, Ново-Пассит 200мг №30 тб пл/о,0000000000000000000019219,3213,19219,Ново-Пассит таб. п.п.о. №30  
1667,7563, Прокладки Сени Леди Эа №15 уролог плюс,0000000000000000000203068,3213,203068,Прокладки урологич Сени Леди плюс №15  (800 мл) 
1668,7593, Презервативы Контекс №12 Лайт (особо тонкие),0000000000000000000023801,3213,23801,Презервативы Контекс лайт N12 особо тонкие  
1669,7595, Презервативы Контекс №12 Романтик Лав (ароматизированные),0000000000000000000009356,3213,9356,Презервативы Контекс романтик лав N12 аромат  
1670,7599, Наколенник компрес Унга-Рус р1,0000000000000000000201313,3213,201313,Наколенник компрессионный Унга-рус С-327 №1  
1671,12348, Белодерм Экспресс 0.05% 20мл №1 спрей д/нар прим фл ,0000000000000000000220200,3213,220200,"Белодерм экспресс спрей д/наружного применения 0,05% 20мл  "
1672,12345, Лазолван 15мг/5мл 100мл фл сироп детский со вкусом лесных ягод,0000000000000000000220195,3213,220195,Лазолван сироп 15мг/5мл 100мл №1  (лесная ягода) 
1673,8941," Ринонорм - Тева  0,1% 15 мл спрей наз",0000000000000000000208843,3213,208843,"Ринонорм-Тева спрей наз. доз. 0,1% 15мл №1  "
1674,7019, Танакан 40мг/мл 30мл р-р д/приема внутрь,0000000000000000000001381,3213,1381,Танакан р-р внутр 40мг/мл 30мл  
1675,7048, Туссамаг 9% 175г сироп б/сахара,0000000000000000000005866,3213,5866,Туссамаг сироп от кашля 9г/100г б/сах. 175г  
1676,10203, Подгузники Тена Слип Плюс М д/взр №30,0000000000000000000034225,3213,34225,Подгузники Тена слип плюс M №30  (70-110см) 
1677,7653, Гель-смазка Контекс Вэйв 100мл (увлажняющая),0000000000000000000018150,3213,18150,Гель-смазка Контекс вейв 100мл увлажняющий  
1678,7670, Презервативы Дюрекс №12 Перформа (продлевающие),0000000000000000000003795,3213,3795,Презервативы Дюрекс лонг плей перформа №12  
1679,7700, Ланцеты Акку-Чек Софткликс №25 ,0000000000000000000009817,3213,9817,Акку-чек софткликс ланцеты №25  
1680,7719, Аурон-ритм бальзам Караваева 140мл №1 фл,0000000000000000000012981,3213,12981,Аурон-ритм бальзам Караваева 140мл  
1681,4282," Варфарин 2,5 мг №100 тб",0000000000000000000016332,3213,16332,"Варфарин никомед таб. 2,5мг №100  "
1682,14120," Варфарин 2,5мг №100 тб",0000000000000000000016332,3213,16332,"Варфарин никомед таб. 2,5мг №100  "
1683,5544, Проктозан 20г №1 мазь туба,0000000000000000000020029,3213,20029,Проктозан мазь 20г  (с аппликатором) 
1684,5553, Найз 1% 20г №1 гель,0000000000000000000028908,3213,28908,Найз гель 1% 20г  
1685,15230, Эплан 20г№1 ср-во д/нар прим фл-кап,0000000000000000000012302,3213,12302,Эплан р-р 20мл  
1686,15289, Прамипексол 1мг №30 тб,0000000000000000000224547,3213,224547,Прамипексол таб. 1мг №30  
1687,11910, Иммард 200мг №30 тб пл/о,0000000000000000000208211,3213,208211,Иммард таб. п.п.о. 200мг №30  
1688,5591, Витрум Пренатал форте №100 тб,0000000000000000000012725,3213,12725,Витрум пренатал форте таб. п.п.о. №100  
1689,8120," Нимотоп 0,2мг/мл 50мл №5 фл р-р д/инф т/с",0000000000000000000007808,3213,7808,"Нимотоп р-р д/инф. 0,2мг/мл 50мл №5  (фл т/ст с трубкой соединительной) "
1690,8167, Авен Колд крем 100мл,0000000000000000000024437,3213,24437,Авен колд-крем питательный защитный д/сухой и чувствит кожи 100мл  (C00272) 
1691,8182, Авен крем питат компенсирующий 40мл,0000000000000000000024425,3213,24425,Авен крем д/лица и шеи питательный компенсирующий 50мл  (C05141) 
1692,8196, Авен Толеранс Экстрем крем успок д/гиперакт кожи 50мл,0000000000000000000205437,3213,205437,Авен толеранс экстрем крем успокаивающий д/гиперрактивной кожи 50мл  (C25485) 
1693,8256, Мустела Бебе шампунь детс 200мл фл,0000000000000000000027116,3213,27116,Мустела беби шампунь детский 200мл  
1694,14916, Эдарби 40мг №28 тб,0000000000000000000220059,3213,220059,Эдарби таб. 40мг №28  
1695,13212, Акатинол Мемантин 20мг №98 тб пл/о,0000000000000000000211924,3213,211924,Акатинол Мемантин таб. п.п.о. 20мг №98  
1696,13248, Контейнер д/биомат КЛИНСА стерил с ложкой-шпателем 60мл,0000000000000000000218109,3213,218109,Контейнер д/биоматериалов Клинса стер 60мл крышка-ложка  (инд уп) 
1697,13268, Трамал ретард 100мг №10 тб пролонг д-я пл/о,0000000000000000000222019,3213,222019,Трамал ретард таб.пролонг.п.п.о. 100мг №10  
1698,11004, Валериана Форте 40мг №50 тб пл/о,0000000000000000000208158,3213,208158,Валериана форте таб. п.о 40мг №50  
1699,11011, Салициловая к-та 2% 40мл №1 фл р-р,0000000000000000000214311,3213,214311,Салициловая к-та 2% 40мл  
1700,11035, Ксалаком 2.5мл кап глаз фл,0000000000000000000017156,3213,17156,"Ксалаком капли гл. 2,5мл №1  "
1701,8233, Мустела Бебе крем под подгузник защ 50мл туба,0000000000000000000032205,3213,32205,Мустела беби крем детский защитный под подгузник 1-2-3 50мл  
1702,8263, А-Дерма мыло дермат сверхпит 100г,0000000000000000000201850,3213,201850,А-дерма мыло дермокосметическое 100г  (c28523) 
1703,14898, Бинт эластичный мед 8см*5м с застежкой,0000000000000000000206751,3213,206751,Бинт эластичный ВР 5мх8см  (застежка) 
1704,14961, ДуоТрав 2.5мл кап глаз фл-кап,0000000000000000000206453,3213,206453,"ДуоТрав капли гл. 2,5мл №1  "
1705,11032, ДуоТрав 2.5мл кап глаз фл-кап,0000000000000000000206453,3213,206453,"ДуоТрав капли гл. 2,5мл №1  "
1706,14987, Престанс 10мг+10мг №30 тб,0000000000000000000214182,3213,214182,Престанс таб. 10мг+10мг №30  
1707,10580, Престанс 10мг+10мг №30 тб,0000000000000000000214182,3213,214182,Престанс таб. 10мг+10мг №30  
1708,14991, Тиотропиум-натив 18мкг №30 капс пор д/инг в компл с устройств д/инг,0000000000000000000224100,3213,224100,Тиотропиум-натив капс д/ингал 18мкг №30  (с ингалятором) 
1709,14999, Салофальк 1000мг гран п/о кшчр пролонг д-я 1860мг №50 пак,0000000000000000000209807,3213,209807,Салофальк гран.п.о кш/раств.пролонг 1г №50  
1710,15005, Конкор АМ 5 мг+5 мг №30 тб,0000000000000000000215673,3213,215673,Конкор АМ таб. 5мг+5мг №30  
1711,11015, Прокто-гливенол 30г №1 крем туба,0000000000000000000002081,3213,2081,Прокто-Гливенол крем рект. 30г  
1712,9665, Латран 4мг №10 тб п/о,0000000000000000000013172,3213,13172,Латран таб. п.о 4мг №10  
1713,7206, Вазелиновое масло 25мл №1 ,0000000000000000000223919,3213,223919,Вазелиновое масло 25мл  
1714,7217, Батрафен 1% 15г крем туба №1,0000000000000000000006838,3213,6838,Батрафен крем 1% 15г  
1715,5208, Боро Плюс 25г крем розовый,0000000000000000000017550,3213,17550,Крем антисепт Боро плюс фиолетовый-розовый 25г  
1716,5213, Цифран ОД 1000мг №10 тб пл/о пролонг дейст,0000000000000000000019440,3213,19440,Цифран ОД таб.пролонг.п.п.о. 1000мг №10  
1717,5243, Фромилид 500мг №14 тб пл/о,0000000000000000000007549,3213,7549,Фромилид таб. п.п.о. 500мг №14  
1718,10699," Амелотекс 10 мг/мл 1,5мл №5 амп р-р д/ин ",0000000000000000000039475,3213,39475,"Амелотекс р-р в/м 10мг/мл 1,5мл №5  "
1719,10742, Холесенол Артишок 410мг №36 капс,0000000000000000000037403,3213,37403,"Холесенол Артишок капс. 0,41г №36  "
1720,15194, Метформин Канон 850мг №30 тб пл/о,0000000000000000000221065,3213,221065,Метформин канон таб. п.п.о. 850мг №30  
1721,14470, Диклофенак 1% 40г гель д/наружн прим-я туба ,0000000000000000000225096,3213,225096,Диклофенак гель 1% 40г  
1722,5444, Ингавирин 90мг №7 капс,0000000000000000000002655,3213,2655,Ингавирин капс. 90мг №7  
1723,5449, Целебрекс 200 мг №10 капс,0000000000000000000009522,3213,9522,Целебрекс капс. 200мг №10  
1724,8271, А-Дерма Экзомега шампунь-мусс 125мл,0000000000000000000201825,3213,201825,А-дерма эгзомега гель смягчающий очищающий 200мл  (C48202) 
1725,8274, Глина белая косметическая100г,0000000000000000000031170,3213,31170,Глина белая косметическая 100г  
1726,8293, Бельведер масло аромат д/ногтей и кутикулы регенерир 8мл,0000000000000000000013679,3213,13679,Бельведер масло д/ногтей и кутикулы арома-регенерир 8мл  
1727,8334, Джонсонс Беби присыпка 200г,0000000000000000000200141,3213,200141,Джонсонс беби присыпка 200г  
1728,8408, Формула Сна №40 тб п/о,0000000000000000000033365,3213,33365,Формула сна таб. 500мг №40  
1729,5315, Амоксициллин 500мг №20 тб,0000000000000000000029362,3213,29362,Амоксициллин таб. 500мг №20  
1730,14698, Белогент 5г №1 крем для нар прим туба,0000000000000000000223442,3213,223442,Белогент крем 5г  
1731,15117, Аквалор Бэби 125мл бал аэр р-р интраназ,0000000000000000000212453,3213,212453,Аквалор беби спрей наз. 125мл №1  
1732,15144, Глюкометр Сателлит Экспресс ПКГ-03 набор,0000000000000000000215630,3213,215630,Сателлит экспресс ПКГ-03 глюкометр №1  
1733,15155, МексиВ 6 125мг 10мг №30 тб пл/о ,0000000000000000000209076,3213,209076,МексиВ 6 таб. 125/10мг №30  
1734,10232," Нипертен 2,5мг №30 тб пл/о",0000000000000000000205705,3213,205705,"Нипертен таб. п.п.о. 2,5мг №30  "
1735,10267, Эрмиталь 10000 №50 капс,0000000000000000000039997,3213,39997,Эрмиталь капс. 10тыс.ЕД №50  
1736,10298," Бинт эластичный мед. 8см*3,5м",0000000000000000000003866,3213,3866,"Бинт эластичный ВР 3,5мх8см  (застежка) "
1737,10350, Атенолол Никомед 100мг №30 тб пл/о,0000000000000000000013437,3213,13437,Атенолол Никомед таб. п.п.о. 100мг №30  
1738,12942, Атенолол Никомед 100мг №30 тб пл/о,0000000000000000000013437,3213,13437,Атенолол Никомед таб. п.п.о. 100мг №30  
1739,10382, Янувия 100мг №28 тб пл/о,0000000000000000000038231,3213,38231,Янувия таб. п.п.о. 100мг №28  
1740,7158, Витамин С 250мг №20 тб шпч,0000000000000000000009257,3213,9257,Витамин C таб. шип. 250мг №20  
1741,7159, Иов-Венум 25мл №1 фл р-р д/приема внутрь,0000000000000000000012149,3213,12149,Иов-венум капли гомеопат 25мл  
1742,11485, Тромбо АСС 100мг №28 тб пл/к/о,0000000000000000000218783,3213,218783,Тромбо АСС таб. п.о кш/раств 100мг №28  
1743,11186, Мельдоний Органика 100мг/мл 5мл №10 амп р-р д/ин,0000000000000000000217284,3213,217284,Мельдоний Органика р-р д/ин. 100мг/мл 5мл №10  
1744,11210, Кетанов 10мг №20 тб п/о,0000000000000000000214817,3213,214817,Кетанов таб. п.п.о. 10мг №20  
1745,12596, Кетанов 10мг №20 тб п/о,0000000000000000000214817,3213,214817,Кетанов таб. п.п.о. 10мг №20  
1746,7746, Вагилак 180мг №15 капс,0000000000000000000200984,3213,200984,Вагилак капс. 180мг №15  
1747,7766, Клоран шампунь Гранат сублиматор д/окр вол 200мл ,0000000000000000000024038,3213,24038,Клоран шампунь сублиматор гранат 200мл д/хрупких окрашен волос  
1748,7769, Клоран бальзам Бейби 40мл календула дет защ,0000000000000000000206610,3213,206610,Клоран бебе бальзам календула 40мл  
1749,7958, Зубная щетка Лакалут Бейби д/дет до 4лет,0000000000000000000002767,3213,2767,З/щетка детская Лакалют беби до 4лет  
1750,12054, Меморель 10мг №90 тб пл/о,0000000000000000000215606,3213,215606,Меморель таб. п.п.о. 10мг №90  
1751,12060," Катеджель с Лидокаином 12,5г гель №25",0000000000000000000206849,3213,206849,"Катеджель с лидокаином гель 12,5г №25  "
1752,12078, Риностоп 0.1% 15мл фл спрей наз,0000000000000000000218568,3213,218568,"Риностоп спрей наз. 0,1% 15мл  "
1753,13666, Ликопрофит 500мг №30 тб ,0000000000000000000027819,3213,27819,Ликопрофит капс. 500мг №30  
1754,11362, Римекор 20мг №30 тб пл/о,0000000000000000000214048,3213,214048,Римекор таб. п.о 20мг №30  
1755,11368, Артра №120 тб пл/о ,0000000000000000000208369,3213,208369,Артра таб. п.п.о. 500мг+500мг №120  
1756,7965, Зубная паста Президент Эксклюзив 50мл туба,0000000000000000000016193,3213,16193,З/паста Президент эксклюзив 50мл противовоспалит  
1757,8000, Бюбхен Шампунь детский 400мл ,0000000000000000000033317,3213,33317,Бюбхен шампунь детский 400мл  
1758,14749, Бифидумбактерин форте 5доз №30 капс,0000000000000000000202524,3213,202524,Бифидумбактерин форте капс. 5доз №30  
1759,14813," Клексан 4000 анти-Ха МЕ/0,4мл (эквивалент 40мг) №10 шпр р-р д/ин",0000000000000000000215913,3213,215913,"Клексан р-р д/ин. 4тыс.анти-Ха МЕ/0,4мл №10  "
1760,3070," Клексан 4000 анти-Ха МЕ/0,4мл (эквивалент 40мг) №10 шпр р-р д/ин",0000000000000000000215913,3213,215913,"Клексан р-р д/ин. 4тыс.анти-Ха МЕ/0,4мл №10  "
1761,14838, Лефлуномид 20мг №30 тб пл/о,0000000000000000000223576,3213,223576,Лефлуномид таб. п.п.о. 20мг №30  
1762,14867, Бриапис Эдас-307 100мл гомеопат сироп,0000000000000000000005624,3213,5624,"Эдас-307 бриапис сироп орви,грипп 100мл  "
1763,6560," Флексен 2,5% 30г гель туба",0000000000000000000013115,3213,13115,"Флексен гель 2,5% 30г  "
1764,6571, Хондроксид 250мг №60 тб,0000000000000000000037355,3213,37355,Хондроксид таб. 250мг №60  
1765,6589, Адвантан 15г мазь жирн туба,0000000000000000000013058,3213,13058,"Адвантан мазь жирная 0,1% 15г №1  "
1766,5596, Пропротен-100 №40 тб блист,0000000000000000000024189,3213,24189,Пропротен-100 таб. гомеопат. №40  
1767,4618, Банеоцин 20г мазь,0000000000000000000002991,3213,2991,Банеоцин мазь 20г №1  
1768,4265, Мукалтин 50мг №10 тб,0000000000000000000003149,3213,3149,Мукалтин таб. 50мг №10  
1769,8143," Санитель гель д/рук антисепт 250мл с вит Е,",0000000000000000000027497,3213,27497,Санитель гель д/рук антисептический вит Е б/запаха 250мл  
1770,8147," Санитель гель д/рук антисепт 50мл с вит Е,",0000000000000000000027496,3213,27496,Санитель гель д/рук антисептический вит Е б/запаха 50мл  
1771,8176, Авен лосьон мягкий д/снят макияжа с глаз 125мл,0000000000000000000024429,3213,24429,Авен лосьон мягкий д/снятия макияжа с глаз 125мл  (C05137) 
1772,8190, Авен крем с/з SPF50 с минерал экраном 50мл,0000000000000000000024470,3213,24470,Авен крем солнцезащитный spf50 50мл с минеральным экраном  (С04310/С35577) 
1773,8225," Карнитон 1,04г №20 тб",0000000000000000000035892,3213,35892,Карнитон таб. №20  
1774,14882, Цитрамон П №20 тб,0000000000000000000221614,3213,221614,Цитрамон П таб. №20  
1775,14918, Лизиноприл-СЗ 10мг №50 тб,0000000000000000000218423,3213,218423,Лизиноприл таб. 10мг №50  
1776,12995, Лизиноприл-СЗ 10мг №50 тб,0000000000000000000218423,3213,218423,Лизиноприл таб. 10мг №50  
1777,14925, Глицелакс 750мг №10 супп рект ,0000000000000000000012942,3213,12942,Глицелакс супп. рект. д/детей 750мг №10  
1778,14927, Олиджим 520мг №100 тб ,0000000000000000000209670,3213,209670,Олиджим таб. №100  
1779,14968," Тизин Ксило БИО 0,1% 10мл фл спрей наз дозир",0000000000000000000205432,3213,205432,"Тизин ксило био спрей наз. 0,1% 10мл №1  "
1780,14969, Лопирел 75мг №100 тб пл/о,0000000000000000000211031,3213,211031,Лопирел таб. п.п.о. 75мг №100  
1781,14994, Сустанон 250мг 1мл №1 амп р-р для в/м введения масляный,0000000000000000000002055,3213,2055,Сустанон-250 р-р в/м масл. 1мл №1  
1782,2531, Сустанон 250мг 1мл №1 амп р-р для в/м ведения масляный,0000000000000000000002055,3213,2055,Сустанон-250 р-р в/м масл. 1мл №1  
1783,15045, Микодерил 1% 10мл фл-кап р-р для нар прим-я,0000000000000000000221303,3213,221303,Микодерил р-р наруж. 1% 10мл  
1784,11028, Систейн Ультра офтальм ср-во 15мл капли гл,0000000000000000000212935,3213,212935,Систейн ультра капли гл. 15мл  
1785,9140, Кетилепт 100мг №60 тб пл/о,0000000000000000000036083,3213,36083,Кетилепт таб. п.п.о. 100мг №60  
1786,14959, Назол 25 мкг/доза 10мл №1 спрей наз дозир фл,0000000000000000000221971,3213,221971,"Назол спрей наз. 0,025мг/доза 10мл  "
1787,14975, Периндоприл-СЗ 8мг №30 тб,0000000000000000000222974,3213,222974,Периндоприл-СЗ таб. 8мг №30  
1788,13241," Белодерм 0,05% 30г №1 крем д/нар прим-я туба",0000000000000000000004179,3213,4179,"Белодерм крем 0,05% 30г  "
1789,4655," Левомицетин 0,25% 10мл №1 капли гл фл-кап",0000000000000000000220874,3213,220874,"Левомицетин капли гл. 0,25% 10мл  (фл-кап) "
1790,4501, Экселон 2мг/мл 50мл р-р д/приема внутрь №1 фл,0000000000000000000039591,3213,39591,Экселон р-р внутр 2мг/мл 50мл №1  
1791,9639, Аспирин Кардио 100мг №56 тб п/о кшчр,0000000000000000000205503,3213,205503,Аспирин кардио таб. п.о кш/раств 100мг №56  
1792,7181," Пластырь ""Сопелка"" №4 д/инг",0000000000000000000211531,3213,211531,Пластырь Сопелка д/ингаляций №4  
1793,9628, Сопелка №4 наклейка д/инг на одежду,0000000000000000000211531,3213,211531,Пластырь Сопелка д/ингаляций №4  
1794,7198, Бисептол 240мг/5мл 80мл фл №1 сусп,0000000000000000000000319,3213,319,Бисептол сусп. внутр. 240мг/5мл 80мл №1  
1795,7203," Евра ТТС 203+33,9мкг/24ч  №3 трансдерм сист",0000000000000000000205911,3213,205911,"Евра ТТС 203мкг + 33,9мкг/24 ч №3  "
1796,7216, Бетадин 10% 20г мазь туба №1,0000000000000000000000011,3213,11,Бетадин мазь 10% 20г  
1797,7234, Гепатромбин Г №10 супп рект,0000000000000000000009261,3213,9261,Гепатромбин Г супп. рект. №10  
1798,7239, Белогент 30г №1 мазь для нар прим туба,0000000000000000000004178,3213,4178,Белогент мазь 30г  
1799,5229, Магния сульфата 250мг/мл 5мл №10  р-р для в/в и в/м введ амп,0000000000000000000027783,3213,27783,Магния сульфат р-р в/в и в/м 25% 5мл №10  
1800,5233, Анжелик 2мг №28 тб п/о,0000000000000000000026617,3213,26617,Анжелик таб. п.п.о. №28  
1801,10667, Кетилепт 300мг №60 тб пл/о,0000000000000000000036081,3213,36081,Кетилепт таб. п.п.о. 300мг №60  
1802,10711, Блоктран 50мг №60 тб п/о,0000000000000000000037984,3213,37984,Блоктран таб. п.о 50мг №60  
1803,10752, Ярина Плюс №28*3 (84) тб пл/о ,0000000000000000000214271,3213,214271,"Ярина плюс таб. п.п.о. 3мг+0.03мг+0,451мг №84  "
1804,15184, L-Тироксин 125 Берлин-Хеми 125 мкг №100 тб,0000000000000000000038337,3213,38337,L-Тироксин 125 Берлин-Хеми таб. 125мкг №100  
1805,15192, Глево 500мг №10 тб пл/о,0000000000000000000216312,3213,216312,Глево таб. п.п.о. 500мг №10  
1806,14885, Эналаприл 20мг №20 тб,0000000000000000000209980,3213,209980,Эналаприл таб. 20мг №20  
1807,14921, Месакол 400мг №50 тб п/о кшчр,0000000000000000000011992,3213,11992,Месакол таб. п.о кш/раств 400мг №50  
1808,14958, Дорзопт 2% 5мл №3 фл гл кап,0000000000000000000222313,3213,222313,Дорзопт капли гл. 2% 5мл №3  
1809,14985, Фенорелаксан 1мг №50 тб,0000000000000000000218009,3213,218009,Фенорелаксан таб. 1мг №50  
1810,15019, Утрожестан 100мг №28 капс,0000000000000000000220410,3213,220410,Утрожестан капс. 100мг №28  
1811,12658, Утрожестан 100мг №28 капс,0000000000000000000220410,3213,220410,Утрожестан капс. 100мг №28  
1812,15034, Корвалол 50мл №1 кап для приема внутрь фл-кап,0000000000000000000206383,3213,206383,Корвалол капли внутр. 50мл №1  
1813,7182, Корвалол 50мл №1 кап для приема внутрь,0000000000000000000206383,3213,206383,Корвалол капли внутр. 50мл №1  
1814,15037, Эдас - 801 (Туя Эдас) 15мл масло для местного прим-я гомеопат фл-капельница,0000000000000000000217587,3213,217587,Эдас-801 масло туи заболевания кожи слизистых 15мл  
1815,15044, Аспикор 100мг №30 тб п/о кшчр ,0000000000000000000036643,3213,36643,Аспикор таб. п.о кш/раств 100мг №30  
1816,13273, Но-шпа 40мг №60 тб,0000000000000000000031886,3213,31886,Но-шпа таб. 40мг №60  
1817,11034, Ганфорт 0.3мг/мл 5мг/мл 3мл  кап глаз фл-кап,0000000000000000000210880,3213,210880,"Ганфорт капли гл. 0,3мг+5мг/мл 3мл №1  "
1818,12387, Лейкопластырь традиционный Мультипласт 5*500 карт уп,0000000000000000000033581,3213,33581,Пластырь Мультипласт традиционный 5х500см  (ткан) 
1819,9155, Цефтриаксон 1г  №1 пор д/приг р-ра д/в/в и в/м введ,0000000000000000000200381,3213,200381,Цефтриаксон пор в/в и в/м 1г №1  
1820,4525, Луцетам 1200мг №20 тб п/о,0000000000000000000017496,3213,17496,Луцетам таб. п.п.о. 1200мг №20  
1821,9651, Ферро-Фольгамма №50 капс,0000000000000000000008834,3213,8834,Ферро-фольгамма капс. №50  
1822,9688, Микозорал мазь наруж 2% 15г туб,0000000000000000000015188,3213,15188,Микозорал мазь 2% 15г  
1823,7193, Атифин 1% 15г крем №1 туба,0000000000000000000038602,3213,38602,Атифин крем 1% 15г  
1824,9662, Дицетел 50мг №20 тб пл/о,0000000000000000000007242,3213,7242,Дицетел таб. п.о 50мг №20  
1825,9668, Вакцина стафилококковая лечебная ждк р-р д/инъ 1мл №10 амп ПК,0000000000000000000020567,3213,20567,Вакцина стафилококковая лечебная жидкая (Антифагин стафилококковый) р-р п/к 1мл №10  
1826,7185, Бисакодил - Нижфарм 10мг №10 супп,0000000000000000000013114,3213,13114,Бисакодил-Нижфарм супп. рект. 10мг №10  
1827,7196, Иммуномакс 200ЕД №3 фл лиоф д/приг р-ра д/в/м/введ,0000000000000000000019742,3213,19742,Иммуномакс лиоф в/м 200ЕД №3  
1828,7213, Адвантан 20г эмульсия д/наруж прим,0000000000000000000013057,3213,13057,"Адвантан эмульсия наружн. 0,1% 20г №1  "
1829,7251, Гематоген Русский Детский 40г,0000000000000000000028548,3213,28548,Гематоген русский детский 40г  
1830,5265, Кордафлекс 20мг №60 тб п/о пролонг действия,0000000000000000000009454,3213,9454,Кордафлекс таб.пролонг.п.п.о. 20мг №60  
1831,10653, Мумие Алтайское 200мг №20 капс,0000000000000000000205890,3213,205890,Мумие алтайское таб. 200мг №20  
1832,10714, Триметазидин МВ-Биоком 35мг №60 тб п/о мдф всв ,0000000000000000000212865,3213,212865,Триметазидин-Биоком МВ таб.модиф.высвоб.п.о 35мг №60  
1833,3848, Уролесан 25мл кап д/приема внутрь фл,0000000000000000000004519,3213,4519,Уролесан капли внутр. 25мл  
1834,15053, Уролесан 25мл кап д/приема внутрь фл,0000000000000000000004519,3213,4519,Уролесан капли внутр. 25мл  
1835,15182, Бромгексин - Акрихин 4мг №50 тб,0000000000000000000222710,3213,222710,Бромгексин-Акрихин таб. 4мг №50  
1836,15206, Рисперидон Канон 2мг №20 тб пл/о,0000000000000000000208142,3213,208142,Рисперидон Канон таб. п.п.о. 2мг №20  
1837,5207, Эутирокс 25мкг №100 тб,0000000000000000000027531,3213,27531,Эутирокс таб. 25мкг №100  
1838,9151, Диет формула Диета 30 Плюс тб 950мг №60 фл,0000000000000000000029961,3213,29961,Диет формула диета 30 плюс таб №60  
1839,4504, Форадил 12мкг №30 капс с порошком д/инг + инг-р,0000000000000000000013795,3213,13795,Форадил капс д/ингал 12мкг №30  (с ингалятором) 
1840,7190," Гидрокортизон 0,5% 5г №1 мазь гл туба",0000000000000000000206466,3213,206466,"Гидрокортизон мазь глазн. 0,5% 5г №1  "
1841,7221, Долгит 5% 20г №1 крем туба,0000000000000000000005763,3213,5763,Долгит крем 5% 20г №1  
1842,7222, Долгит 5% 50г №1 гель туба,0000000000000000000024318,3213,24318,Долгит гель д/наружн. прим. 5% 50г №1  
1843,7240, Бетадин 10% 30мл №1 р-р д/мест и наруж прим фл ,0000000000000000000000237,3213,237,Бетадин р-р местн и наруж 10% 30мл №1  
1844,5235, Андрогель 1% 5г №30 гель д/нар прим пак,0000000000000000000028592,3213,28592,Андрогель гель д/наружн. прим. 1% 5г №30  
1845,5242, Троксевазин 300мг №50 капс,0000000000000000000000646,3213,646,Троксевазин капс. 300мг №50  
1846,5252," Звездная очанка 0,26г №30 капс",0000000000000000000023180,3213,23180,Очанка звездная капс. 260мг №30  
1847,5262," Тимолол-АКОС 0,5% 5мл №1 капли гл фл кап",0000000000000000000037016,3213,37016,"Тимолол Акос капли гл. 0,5% 5мл №1  "
1848,10651, Рыбий жир 300мг №100 капс,0000000000000000000020546,3213,20546,Рыбий жир биоконтур капс. пищевой 300мг №100  
1849,10658, Анузол №10 супп рект,0000000000000000000000630,3213,630,Анузол супп. рект. №10  
1850,2095, Анузол №10 супп рект,0000000000000000000000630,3213,630,Анузол супп. рект. №10  
1851,10676, Тулип 20мг №90 тб пл/о,0000000000000000000211535,3213,211535,Тулип таб. п.п.о. 20мг №90  
1852,10707," Моксонитекс 0,4мг №14 тб пл/о",0000000000000000000206790,3213,206790,"Моксонитекс таб. п.п.о. 0,4мг №14  "
1853,10723, Теветен 600мг №14 тб пл/о,0000000000000000000012679,3213,12679,Теветен таб. п.п.о. 600мг №14  
1854,6678, Теветен 600мг №14 тб п/о,0000000000000000000012679,3213,12679,Теветен таб. п.п.о. 600мг №14  
1855,10744, Оциллококцинум 1г 1доза №12 гранулы,0000000000000000000206493,3213,206493,Оциллококцинум гран. 1г №12  
1856,3840, Климактоплан Н №100 тб,0000000000000000000034033,3213,34033,Климактоплан Н таб. №100  
1857,3855, Простакор 5мг 1 мл №10 амп пор д/ин,0000000000000000000035579,3213,35579,Простакор р-р д/ин. 5мг/мл 1мл №10  
1858,15205, Магнелис В6 форте 100мг/10мг с 12лет №60 тб пл/о,0000000000000000000222233,3213,222233,Магнелис B6 форте таб. п.о 100мг+10мг №60  
1859,8286, Бельведер лак д/сух и ломк ногтей Мультивитаминный 8мл,0000000000000000000014816,3213,14816,Бельведер лак мультивитамин укрепляющий 8мл д/сухих ломких  
1860,8411, Черника-форте 250мг №50 тб,0000000000000000000015396,3213,15396,Черника форте с витаминами и цинком таб. 250мг №50  
1861,1548, Черника-форте 250мг №50 тб,0000000000000000000015396,3213,15396,Черника форте с витаминами и цинком таб. 250мг №50  
1862,5332, Глюкоза 5% 400мл №1 фл р-р д/инф,0000000000000000000012249,3213,12249,Глюкоза р-р д/инф. 5% 400мл №1  
